iter	RMSE
116	0.003533869066
117	0.003530961544
118	0.003526400631
119	0.003523114917
120	0.003520638898
121	0.003515810226
122	0.003512474613
123	0.003510446462
124	0.003508848602
125	0.003506228298
126	0.003504221059
127	0.003499851835
128	0.003497839687
129	0.003495563839
130	0.003492038019
131	0.003488906255
132	0.003487119993
133	0.003484689879
134	0.003482849736
135	0.003479019113
136	0.003476507968
137	0.003474408371
138	0.00347111414
139	0.00346921213
140	0.003467209674
141	0.003465449275
142	0.003462456261
143	0.00346083152
144	0.003459058431
145	0.003457952054
146	0.003455451837
147	0.003453606546
148	0.003451927583
149	0.003450214808
150	0.003448429585
151	0.003445906938
152	0.003442448123
153	0.003440835259
154	0.003437948182
155	0.003436622423
156	0.003435151872
157	0.003431970898
158	0.003430266283
159	0.003428690115
160	0.00342639246
161	0.003422996351
162	0.003420639303
163	0.003418824253
164	0.003416659977
165	0.003415518629
166	0.00341426914
167	0.003412312068
168	0.003410877524
169	0.003408720117
170	0.003407313142
171	0.00340567063
172	0.003404272011
173	0.003402785338
174	0.003401335602
175	0.003399966379
176	0.00339873561
177	0.003397345177
178	0.003396062104
179	0.003394323597
180	0.003392954121
181	0.003391177854
182	0.003389771559
183	0.003388134039
184	0.003386492827
185	0.003383743206
186	0.003382599336
187	0.003379961281
188	0.003378875623
189	0.003377617606
190	0.003376440325
191	0.003374721711
192	0.003373149628
193	0.00337105415
194	0.003369362743
195	0.003368221056
196	0.003366824841
197	0.00336436609
198	0.003362727488
199	0.003360995801
200	0.003359797657
201	0.00335856629
202	0.003357246536
203	0.003355524326
204	0.003354333562
205	0.003352762335
206	0.003351308631
207	0.003348563123
208	0.003347092711
209	0.003345823766
210	0.0033447325
211	0.003343296746
212	0.00334167668
213	0.003340547647
214	0.003337860701
215	0.003336151103
216	0.003334092781
217	0.003332946856
218	0.003331191923
219	0.003330445909
220	0.003329273739
221	0.00332845026
222	0.003326106559
223	0.003323013591
224	0.003321865822
225	0.003321030567
226	0.003319518388
227	0.003317048417
228	0.00331595641
229	0.003313765952
230	0.003312748885
231	0.003311834712
232	0.003311063846
233	0.003310034728
234	0.003309129399
235	0.003307664176
236	0.003306304265
237	0.003305426682
238	0.003304357928
239	0.003303349771
240	0.003302794109
241	0.003301955232
242	0.003301302594
243	0.003298875876
244	0.003298066198
245	0.003296792313
246	0.003294551987
247	0.003293734461
248	0.003293225428
249	0.003291998678
250	0.003289814203
251	0.003288431928
252	0.003287048024
253	0.003286054938
254	0.003283802526
255	0.003282571466
256	0.003281622366
257	0.003280839214
258	0.003280152748
259	0.003279404504
260	0.003277345985
261	0.003276879352
262	0.003274712479
263	0.003273642921
264	0.003271673925
265	0.003270460407
266	0.003269772011
267	0.003268646986
268	0.003267573549
269	0.003265277703
270	0.003264577589
271	0.003262766901
272	0.003262082694
273	0.003260446353
274	0.003259765871
275	0.00325908422
276	0.003257424057
277	0.003256335383
278	0.003254882876
279	0.003254276376
280	0.003253619598
281	0.003252408439
282	0.003250899834
283	0.003248922709
284	0.003247514213
285	0.003245955445
286	0.003245361574
287	0.003244954542
288	0.003243852283
289	0.003243452764
290	0.003242340107
291	0.003241443344
292	0.003240292012
293	0.003239672533
294	0.003238773929
295	0.003237470223
296	0.00323708919
297	0.003235665048
298	0.003235290886
299	0.003233944337
300	0.003233274898
301	0.003231928759
302	0.003230460559
303	0.003229433828
304	0.003228940266
305	0.003227877338
306	0.003227302182
307	0.003226449331
308	0.003225466422
309	0.003224327784
310	0.003223976768
311	0.003223221868
312	0.003222410594
313	0.003221128142
314	0.00321971016
315	0.003218627051
316	0.003217399736
317	0.003216764201
318	0.003216044751
319	0.00321494959
320	0.003214483093
321	0.003213940124
322	0.003213483991
323	0.003212315825
324	0.003211580699
325	0.003210643007
326	0.003209541079
327	0.003209106165
328	0.003208222667
329	0.003207208715
330	0.0032062281
331	0.003205630451
332	0.003204660676
333	0.003203936053
334	0.003203620423
335	0.003202895837
336	0.003201991529
337	0.003201062835
338	0.003200081447
339	0.003199422327
340	0.003198535222
341	0.003197680204
342	0.00319650577
343	0.003196101493
344	0.003195321283
345	0.003194421224
346	0.003193213364
347	0.003192383626
348	0.00319158715
349	0.003191193492
350	0.003190582788
351	0.003189009746
352	0.003188161696
353	0.003187262005
354	0.003186209646
355	0.003185201054
356	0.003184549753
357	0.003183997345
358	0.003183170272
359	0.003182244643
360	0.003181862738
361	0.003181207166
362	0.003180699961
363	0.003179895567
364	0.003178993383
365	0.00317821299
366	0.003177051989
367	0.003176546331
368	0.003175686911
369	0.003175318183
370	0.003175049942
371	0.003174295871
372	0.003173489891
373	0.003172695759
374	0.003172339828
375	0.003171714127
376	0.003171122858
377	0.003170500366
378	0.003169886708
379	0.003169053267
380	0.003168210943
381	0.003167947034
382	0.003166800179
383	0.003166464826
384	0.003165686766
385	0.003165350975
386	0.003164640882
387	0.003164060015
388	0.003163100227
389	0.003162462359
390	0.003161208331
391	0.003160882011
392	0.003159840596
393	0.003159079653
394	0.003158625424
395	0.003157791363
396	0.003157557399
397	0.003156592138
398	0.003154797998
399	0.003153502037
400	0.003151990008
401	0.003151203944
402	0.003150419723
403	0.003150112883
404	0.003149523527
405	0.003148573873
406	0.003147708993
407	0.003146630375
408	0.003145936879
409	0.003145176919
410	0.003144483528
411	0.003143637647
412	0.003142741273
413	0.003142523403
414	0.00314201838
415	0.003141511804
416	0.003140976605
417	0.003140215671
418	0.003139309815
419	0.003138243329
420	0.003137594273
421	0.003136632766
422	0.003135680906
423	0.003134442059
424	0.003133718074
425	0.003133143202
426	0.003132307453
427	0.003131606419
428	0.003130453941
429	0.003129126772
430	0.003128395511
431	0.00312771619
432	0.003126925349
433	0.003126075494
434	0.003125788844
435	0.003125507589
436	0.00312471283
437	0.003123513618
438	0.003122181781
439	0.003121567436
440	0.003120771567
441	0.003120497021
442	0.003119753529
443	0.003118930301
444	0.003118156613
445	0.00311721798
446	0.003116946762
447	0.003116099426
448	0.003115247306
449	0.003114863764
450	0.003114601947
451	0.003113813209
452	0.003112772713
453	0.003112143128
454	0.003111158464
455	0.003110900405
456	0.003110475839
457	0.003110222564
458	0.003109702401
459	0.003109222267
460	0.003108248018
461	0.003107060691
462	0.003106811707
463	0.003106033371
464	0.003105265362
465	0.003104729652
466	0.003104073527
467	0.003103382941
468	0.003103095164
469	0.003102851397
470	0.003102153569
471	0.003101787902
472	0.003100915451
473	0.003100677425
474	0.003099494713
475	0.003098651293
476	0.003098192614
477	0.003097505617
478	0.003096828144
479	0.003096654711
480	0.003096425631
481	0.003095671018
482	0.003095260987
483	0.003094444559
484	0.003093401226
485	0.003092558876
486	0.003092408571
487	0.003091654789
488	0.003090827108
489	0.003090544976
490	0.003089158592
491	0.003088382527
492	0.003087621266
493	0.003087460961
494	0.003086773979
495	0.003085533174
496	0.003084817712
497	0.003084272636
498	0.003083371857
499	0.003082263875
